tdr.unit	probe.ID	mux	L.cable	start.plot	win.Lapp	n.data.points	n.avg	Lcal	L0	start.plot.bec	win.Lapp.bec	long.dist.points	Ropen	Kp	Rc	R0	wire.diam	ext.rod.spacing	L	z	alpha 	t0
Dan.PhD	plab75.10	mux0	3.1	4	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	plab75.11	mux0	3.1	4	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	plab75.grey1	mux0	2.5	3.2	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	plab75.grey2	mux0	2.5	3.2	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	plab75.redtape3	mux0	3.1	4	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	plab75.redtape4	mux0	3.1	4	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	plab75.redtape5	mux0	5.5	7	1.3	2048	20	NA	NA	0	500	100	NA	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
Dan.PhD	p15.1	mux0	10	12.4	2.6	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	p15.2	mux0	10	12.4	2.6	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	p15.3	mux0	10	12.4	2.6	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	p15.4	mux0	10	12.4	2.6	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	p15.5	mux0	10	12.4	2.6	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	p15.6	mux0	10	12.4	2.6	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.1	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.2	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.3	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.4	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.5	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.6	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.7	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	plab150.8	mux0	5.2	6.2	5	2048	32	NA	NA	0	500	100	NA	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	p30.1	mux0	10	12.4	4.7	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.04750	NA	NA	NA	NA	NA
Dan.PhD	p30.2	mux0	10	12.4	4.7	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.04750	NA	NA	NA	NA	NA
Dan.PhD	p30.3	mux0	10	12.4	4.7	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.04750	NA	NA	NA	NA	NA
Dan.PhD	p30.4	mux0	10	12.4	4.7	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.04750	NA	NA	NA	NA	NA
Dan.PhD	p30.5	mux0	10	12.4	4.7	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.04750	NA	NA	NA	NA	NA
Dan.PhD	p30.6	mux0	10	12.4	4.7	2048	50	NA	NA	0	200	76	NA	NA	NA	NA	0.04750	NA	NA	NA	NA	NA
Dan.PhD	probe1_15cm	mux0	9999	6.7	1.9	2048	20	0.14994	0.04290	0	500	100	0.95854206	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
Dan.PhD	probe11_75mm	mux0	9999	4.2	1	2048	20	0.07487	0.03412	0	500	100	0.95974002	NA	NA	NA	0.00159	0.0135	NA	NA	NA	NA
ATU.lab	plab75.redtape4	mux0	3.1	4	1.3	2048	20	0.07408	0.03922	0	500	100	0.97101700	6.5920	0.1819	0.0503	0.00159	0.0135	NA	NA	NA	NA
ATU.lab	lab1.1	mux0	6.2	7.6	2.6	2048	20	0.14976	0.04528	0	500	100	0.97168789	3.1656	0.0346	0.0988	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.1	mux2	7.2	9.6	2.6	2048	20	0.14980	0.05500	0	500	100	0.96915814	3.1797	0.0389	0.2817	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.2	mux0	6.2	7.6	2.6	2048	20	0.15016	0.04618	0	500	100	0.97086622	3.1656	0.0346	0.0988	0.00318	0.0269	0.1506	0.30197	0.042953	213.573065
ATU.lab	lab1.2	mux2	7.2	9.6	2.6	2048	20	0.14880	0.05593	0	500	100	0.96647330	3.1797	0.0389	0.2817	0.00318	0.0269	0.1490	0.30197	0.021825	284.627081
ATU.lab	lab1.3	mux0	6.2	7.6	2.6	2048	20	0.14855	0.05448	0	500	100	0.97345825	2.8928	0.0193	0.3999	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.3	mux2	7.2	9.6	2.6	2048	20	0.14780	0.05766	0	500	100	0.97435100	2.9006	0.0396	0.4359	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.4	mux0	6.2	7.6	2.4	2048	20	0.14859	0.05374	0	500	100	0.97370625	2.9026	0.0412	0.2556	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.4	mux2	7.2	9.6	2.6	2048	20	0.14765	0.05962	0	500	100	0.97386525	2.9072	0.0421	0.4257	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.5	mux0	6.2	7.6	2.6	2048	20	0.14872	0.05409	0	500	100	0.97200275	2.9140	0.0340	0.3193	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	lab1.5	mux2	7.2	9.6	2.6	2048	20	0.14797	0.05896	0	500	100	0.97443350	2.9030	0.0859	0.1179	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	plab150.6	mux0	5.2	6.2	2.6	2048	20	0.14866	0.05341	0	500	100	0.97114400	3.1221	-0.0764	0.4891	0.00318	0.0269	NA	NA	NA	NA
ATU.lab	plab150.6	mux2	6.2	8.6	2.6	2048	20	0.14909	0.04947	0	500	100	0.96645680	3.0449	0.1126	0.0866	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red1.1	mux2	7.2	9.6	2.6	2048	20	0.15001	0.05390	0	500	100	0.95615194	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red1.2	mux2	7.2	9.6	2.6	2048	20	0.14995	0.05050	0	500	100	0.95877250	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red1.3	mux2	7.2	9.6	2.6	2048	20	0.14979	0.05146	0	500	100	0.95977213	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red1.4	mux2	7.2	9.6	2.6	2048	20	0.15027	0.04625	0	500	100	0.95930489	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red1.5	mux2	7.2	9.6	2.6	2048	20	0.14978	0.05095	0	500	100	0.95951420	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2.1	mux2	7.2	9.6	2.6	2048	20	0.14902	0.05120	0	500	100	0.95549970	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2_2	mux0	6.2	7.6	2.6	2048	20	0.14904	0.05143	0	500	100	0.95581234	3.2550	0.0432	0.1744	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2_3	mux0	6.2	7.6	2.6	2048	20	0.14904	0.05143	0	500	100	0.95452166	3.2775	0.0460	0.0453	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2_4	mux0	6.2	7.6	2.6	2048	20	0.14904	0.05143	0	500	100	0.95481134	3.2342	-0.0197	0.4298	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2_5	mux0	6.2	7.6	2.6	2048	20	0.14904	0.05143	0	500	100	0.95399163	3.2442	-0.0058	0.3363	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3_1	mux0	6.2	7.6	2.6	2048	20	0.14904	0.05143	0	500	100	0.95390632	3.2842	0.0162	0.2344	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3_2	mux0	6.2	7.6	2.6	2048	20	0.14904	0.05143	0	500	100	0.95491653	3.2788	0.0108	0.2418	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2.2	mux2	7.2	9.6	2.6	2048	20	0.14960	0.05044	0	500	100	0.96021539	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2.3	mux2	7.2	9.6	2.6	2048	20	0.14963	0.04981	0	500	100	0.96050950	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2.4	mux2	7.2	9.6	2.6	2048	20	0.14913	0.05524	0	500	100	0.96006339	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red2.5	mux2	7.2	9.6	2.6	2048	20	0.15029	0.05103	0	500	100	0.95974324	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3.1	mux2	7.2	9.6	2.6	2048	20	0.14965	0.05049	0	500	100	0.95956912	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3.2	mux2	7.2	9.6	2.6	2048	20	0.15049	0.05273	0	500	100	0.95958615	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3.3	mux2	7.2	9.6	2.6	2048	20	0.14953	0.05745	0	500	100	0.95972708	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3.4	mux2	7.2	9.6	2.6	2048	20	0.14954	0.05585	0	500	100	0.95991844	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
ATU.red	red3.5	mux2	7.2	9.6	2.6	2048	20	0.15005	0.05097	0	500	100	0.95620027	NA	NA	NA	0.00318	0.0269	NA	NA	NA	NA
