TDR.unit	ATU.lab	ATU.lab	ATU.blue	Dan.PhD	Dan.PhD	Dan.PhD	Dan.PhD	Dan.PhD	Dan.PhD
	0.00000000	0.00000002	0.00000071	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000002	0.00000082	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000002	0.00000095	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000003	0.00000111	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000003	0.00000128	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000004	0.00000149	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000005	0.00000172	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000006	0.00000199	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000007	0.00000230	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000008	0.00000265	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000009	0.00000306	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000011	0.00000352	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000013	0.00000406	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000000	0.00000015	0.00000466	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000001	0.00000018	0.00000536	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000001	0.00000021	0.00000615	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000001	0.00000025	0.00000706	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000002	0.00000029	0.00000809	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000003	0.00000034	0.00000927	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000004	0.00000040	0.00001060	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000005	0.00000047	0.00001212	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000007	0.00000055	0.00001384	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000010	0.00000065	0.00001580	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000014	0.00000075	0.00001801	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000019	0.00000088	0.00002052	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000026	0.00000102	0.00002335	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000035	0.00000119	0.00002656	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000048	0.00000139	0.00003018	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000065	0.00000161	0.00003426	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000088	0.00000187	0.00003886	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000119	0.00000217	0.00004404	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000160	0.00000251	0.00004986	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000214	0.00000291	0.00005641	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000286	0.00000337	0.00006377	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000381	0.00000389	0.00007202	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000505	0.00000449	0.00008127	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000667	0.00000518	0.00009163	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00000879	0.00000597	0.00010322	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00001153	0.00000687	0.00011618	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00001507	0.00000790	0.00013066	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00001964	0.00000908	0.00014680	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00002550	0.00001043	0.00016481	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00003298	0.00001196	0.00018486	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00004252	0.00001371	0.00020718	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00005462	0.00001570	0.00023199	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00006992	0.00001796	0.00025956	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00008919	0.00002053	0.00029014	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00011337	0.00002345	0.00032406	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00014361	0.00002675	0.00036164	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00018128	0.00003049	0.00040322	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00022804	0.00003472	0.00044921	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00028586	0.00003951	0.00050002	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00035710	0.00004491	0.00055610	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00044455	0.00005101	0.00061794	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00055149	0.00005788	0.00068609	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00068181	0.00006561	0.00076110	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00084002	0.00007432	0.00084359	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00103137	0.00008410	0.00093424	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00126197	0.00009508	0.00103376	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00153884	0.00010740	0.00114291	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00187004	0.00012121	0.00126252	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00226478	0.00013667	0.00139347	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00273350	0.00015396	0.00153671	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00328804	0.00017329	0.00169325	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00394167	0.00019486	0.00186418	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00470928	0.00021892	0.00205063	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00560741	0.00024574	0.00225385	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00665441	0.00027559	0.00247513	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00787043	0.00030879	0.00271586	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.00927758	0.00034568	0.00297752	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.01089989	0.00038663	0.00326167	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.01276338	0.00043204	0.00356996	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.01489603	0.00048236	0.00390413	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.01732771	0.00053806	0.00426605	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.02009016	0.00059965	0.00465764	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.02321681	0.00066769	0.00508097	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.02674265	0.00074280	0.00553818	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.03070400	0.00082562	0.00603155	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.03513826	0.00091686	0.00656346	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.04008363	0.00101727	0.00713638	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.04557870	0.00112769	0.00775293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.05166210	0.00124897	0.00841583	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.05837201	0.00138208	0.00912792	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.06574572	0.00152802	0.00989215	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.07381904	0.00168788	0.01071160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.08262581	0.00186282	0.01158946	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.09219730	0.00205408	0.01252905	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.10256160	0.00226298	0.01353379	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.11374307	0.00249093	0.01460723	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.12576170	0.00273944	0.01575303	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.13863262	0.00301009	0.01697496	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.15236552	0.00330459	0.01827689	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.16696417	0.00362472	0.01966281	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.18242601	0.00397238	0.02113680	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.19874178	0.00434960	0.02270303	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.21589525	0.00475848	0.02436578	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.23386302	0.00520126	0.02612939	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.25261446	0.00568031	0.02799828	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.27211169	0.00619808	0.02997694	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.29230973	0.00675719	0.03206993	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.31315673	0.00736036	0.03428185	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.33459431	0.00801044	0.03661734	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.35655803	0.00871041	0.03908106	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.37897795	0.00946339	0.04167771	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
	0.40177929	0.01027260	0.04441198	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.42488315	0.01114144	0.04728855	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.44820734	0.01207340	0.05031208	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.47166726	0.01307212	0.05348722	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.49517684	0.01414136	0.05681854	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.51864941	0.01528500	0.06031055	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.54199876	0.01650707	0.06396770	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.56514001	0.01781170	0.06779432	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.58799056	0.01920313	0.07179465	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.61047099	0.02068574	0.07597277	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.63250587	0.02226398	0.08033264	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.65402449	0.02394244	0.08487805	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.67496158	0.02572578	0.08961259	0.00000000	0.00000000	0.00000100	0.00000000	0.00000000	0.00000000
	0.69525785	0.02761873	0.09453968	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.71486046	0.02962614	0.09966249	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.73372342	0.03175289	0.10498398	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.75180780	0.03400393	0.11050685	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.76908189	0.03638426	0.11623353	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.78552125	0.03889891	0.12216616	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.80110862	0.04155292	0.12830659	0.00000000	0.00000000	0.00000200	0.00000000	0.00000000	0.00000000
	0.81583372	0.04435135	0.13465632	0.00000000	0.00000000	0.00000300	0.00000000	0.00000000	0.00000000
	0.82969304	0.04729926	0.14121656	0.00000000	0.00000000	0.00000300	0.00000000	0.00000000	0.00000000
	0.84268945	0.05040167	0.14798814	0.00000000	0.00000000	0.00000300	0.00000000	0.00000000	0.00000000
	0.85483182	0.05366357	0.15497154	0.00000000	0.00000000	0.00000300	0.00000000	0.00000000	0.00000000
	0.86613448	0.05708989	0.16216686	0.00000000	0.00000000	0.00000300	0.00000000	0.00000000	0.00000000
	0.87661677	0.06068549	0.16957382	0.00000000	0.00000000	0.00000400	0.00000000	0.00000000	0.00000000
	0.88630244	0.06445515	0.17719174	0.00000000	0.00000000	0.00000400	0.00000000	0.00000000	0.00000000
	0.89521908	0.06840353	0.18501953	0.00000000	0.00000000	0.00000400	0.00000000	0.00000000	0.00000000
	0.90339753	0.07253517	0.19305569	0.00000000	0.00000000	0.00000500	0.00000000	0.00000000	0.00000000
	0.91087127	0.07685444	0.20129829	0.00000000	0.00000000	0.00000500	0.00000000	0.00000000	0.00000000
	0.91767589	0.08136558	0.20974498	0.00000000	0.00000000	0.00000500	0.00000000	0.00000000	0.00000000
	0.92384847	0.08607262	0.21839298	0.00000000	0.00000000	0.00000600	0.00000000	0.00000000	0.00000000
	0.92942711	0.09097940	0.22723906	0.00000000	0.00000000	0.00000600	0.00000000	0.00000000	0.00000000
	0.93445039	0.09608952	0.23627956	0.00000000	0.00000000	0.00000700	0.00000000	0.00000000	0.00000000
	0.93895695	0.10140633	0.24551039	0.00000100	0.00000000	0.00000700	0.00000000	0.00000000	0.00000000
	0.94298505	0.10693294	0.25492702	0.00000100	0.00000000	0.00000800	0.00000000	0.00000000	0.00000000
	0.94657223	0.11267214	0.26452449	0.00000100	0.00000000	0.00000800	0.00000000	0.00000000	0.00000000
	0.94975500	0.11862646	0.27429742	0.00000100	0.00000000	0.00000900	0.00000000	0.00000000	0.00000000
	0.95256854	0.12479805	0.28423999	0.00000100	0.00000000	0.00001000	0.00000000	0.00000000	0.00000000
	0.95504654	0.13118877	0.29434600	0.00000100	0.00000000	0.00001000	0.00000000	0.00000000	0.00000000
